css-175oi2r href,css-9pa8cd src,css-1jxf684,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-1jxf684 5,css-1jxf684 6,css-1jxf684 7,css-146c3p1 href,css-175oi2r href 4
https://x.com/entretotoen,https://pbs.twimg.com/profile_images/1966673454419054592/BnVD95j2_normal.jpg,limited,@entretotoen,·,Mar 30,Let’s give it a go with your life on the line and then we’ll see if the cost was really worth it. Be a man and get to the frontline now.,468,2,2,https://x.com/entretotoen/status/2038358222549995562,https://x.com/entretotoen/status/2038358222549995562/analytics
https://x.com/lisakaus,https://pbs.twimg.com/profile_images/1418754722253746176/d2J4wZY1_normal.jpg,Milo,@lisakaus,·,Mar 30,"What You’re Saying Is That Barron Trump Should Be Drafted…?

And…Why Not…?

Oh, Oh…You’re Talking About Other People’s Kids…

I Get It…!

Tell Me You’re An Elitist Without Telling Me You’re An Elitist…

MAGA’t Cult!",69,1,1,https://x.com/lisakaus/status/2038520341580894321,https://x.com/lisakaus/status/2038520341580894321/analytics
https://x.com/Palestine52688,https://pbs.twimg.com/profile_images/2036612866170609665/w8Cs--1O_normal.jpg,Come Out Ye IDF,@Palestine52688,·,Mar 30,"""Get in the box.""",61,4,,https://x.com/Palestine52688/status/2038398369329017128,https://x.com/Palestine52688/status/2038398369329017128/analytics
https://x.com/AnotherSportsPg,https://pbs.twimg.com/profile_images/1644343367071850496/JS-Ru3lu_normal.jpg,AnotherSportsPg,@AnotherSportsPg,·,Mar 30,Take yo old ass over there fucking clown! Dont ruin the next generation with a useless fucking war! They don’t deserve the pain that comes during and after,219,4,,https://x.com/AnotherSportsPg/status/2038363943375183922,https://x.com/AnotherSportsPg/status/2038363943375183922/analytics
https://x.com/HeyyDiva,https://pbs.twimg.com/profile_images/1737440150727118848/COTYRsXY_normal.jpg,i just wanna live my life bro..,@HeyyDiva,·,Mar 30,Ummm can he go fight @ the frontlines w/ all his patriotism???,1.7K,8,,https://x.com/HeyyDiva/status/2038312188528521460,https://x.com/HeyyDiva/status/2038312188528521460/analytics
https://x.com/Rene_gadeCowboy,https://pbs.twimg.com/profile_images/2019912659605524480/wBgFaCwM_normal.jpg,Renegade Cowboy,@Rene_gadeCowboy,·,Mar 30,How about he ask his buddy Donald Trump for a waiver and he can go serve on the front line and take his 36 year old daughter Elle with him. If not then he should stfu,919,29,,https://x.com/Rene_gadeCowboy/status/2038395493701816487,https://x.com/Rene_gadeCowboy/status/2038395493701816487/analytics
https://x.com/NotMeUsOnline1,https://pbs.twimg.com/profile_images/1746014218862673920/cO0gHPU8_normal.jpg,Collapsing Empire,@NotMeUsOnline1,·,Mar 30,Sounds like Rob just volunteered to go to the front lines.,29,1,3,https://x.com/NotMeUsOnline1/status/2038399056276258985,https://x.com/NotMeUsOnline1/status/2038399056276258985/analytics
https://x.com/JeffreyLuscombe,https://pbs.twimg.com/profile_images/2010890815015448576/DsjCIXIi_normal.jpg,Jeffrey Luscombe,@JeffreyLuscombe,·,Mar 30,Isn’t he the chopping broccoli guy?,370,1,4,https://x.com/JeffreyLuscombe/status/2038375316888936950,https://x.com/JeffreyLuscombe/status/2038375316888936950/analytics
https://x.com/Bernlennials,https://pbs.twimg.com/profile_images/1637992156135579652/Jc0s9Kd5_normal.jpg,Millennials For Revolution,@Bernlennials,·,Mar 30,"you first, Rob",702,1,23,https://x.com/Bernlennials/status/2038436275531792651,https://x.com/Bernlennials/status/2038436275531792651/analytics
https://x.com/zava55,https://pbs.twimg.com/profile_images/1598490688135405570/27AQsCPD_normal.jpg,Matthew Zavala,@zava55,·,Mar 30,Rob Schneider says Freedom isn’t free,2.7K,1,13,https://x.com/zava55/status/2038314433899119093,https://x.com/zava55/status/2038314433899119093/analytics
https://x.com/NardsofWolfman,https://pbs.twimg.com/profile_images/1818437146400669696/GFMG5pXU_normal.jpg,Wolfman’s Nards,@NardsofWolfman,·,Mar 30,He can go fuck himself. Fighting in the Middle East does nothing for American freedoms.,101,3,,https://x.com/NardsofWolfman/status/2038365539802714343,https://x.com/NardsofWolfman/status/2038365539802714343/analytics
https://x.com/dutchessprim,https://pbs.twimg.com/profile_images/1984066009683087360/fJoVK2uj_normal.jpg,,@dutchessprim,·,Mar 30,You first Rob,1.3K,1,4,https://x.com/dutchessprim/status/2038329614360076471,https://x.com/dutchessprim/status/2038329614360076471/analytics
https://x.com/KurosaiSenpai,https://pbs.twimg.com/profile_images/2009855559927832576/D8BcCz7o_normal.jpg,Kurosai 黒才,@KurosaiSenpai,·,Mar 30,"probably said this on a podcast with joe rogan or theo with snorting salt or something, so not to be taken seriously",822,11,,https://x.com/KurosaiSenpai/status/2038365544454226197,https://x.com/KurosaiSenpai/status/2038365544454226197/analytics
https://x.com/03Amanda17,https://pbs.twimg.com/profile_images/1617652065324482561/swmK0yg-_normal.jpg,Amanda,@03Amanda17,·,Mar 30,Who the fu*k is envious of us right now? You delusional magat,82,1,4,https://x.com/03Amanda17/status/2038346810222080215,https://x.com/03Amanda17/status/2038346810222080215/analytics
https://x.com/FlGrownPatriot,https://pbs.twimg.com/profile_images/1668368243038490625/delakM3a_normal.jpg,Ygg Odinson,@FlGrownPatriot,·,Mar 30,"Fucking rat piece of shit, send your family Rob",848,36,,https://x.com/FlGrownPatriot/status/2038528075839766542,https://x.com/FlGrownPatriot/status/2038528075839766542/analytics
https://x.com/OxfordFarr66929,https://pbs.twimg.com/profile_images/1930712828756824065/QBL0far7_normal.jpg,Farrah Oxford,@OxfordFarr66929,·,Mar 30,"Oh
He should tell us all more about his time in the military fighting for our country as he is so willing to sacrifice our kids.",1.1K,5,30,https://x.com/OxfordFarr66929/status/2038338600597618906,https://x.com/OxfordFarr66929/status/2038338600597618906/analytics
https://x.com/Nasdorachi,https://pbs.twimg.com/profile_images/1686945716101423104/kvuVK2W5_normal.jpg,Nasdorachi,@Nasdorachi,·,Mar 30,Man who never served in the military demanding other people serve instead of him is rich.,738,2,,https://x.com/Nasdorachi/status/2038368466873295053,https://x.com/Nasdorachi/status/2038368466873295053/analytics
https://x.com/RobVanDom,https://pbs.twimg.com/profile_images/1689406796539019267/0Fj2okXX_normal.jpg,DomBob,@RobVanDom,·,Mar 30,The new law should be that anyone who suggests a military draft should be immediately enlisted for service,87,5,,https://x.com/RobVanDom/status/2038317520067633155,https://x.com/RobVanDom/status/2038317520067633155/analytics
https://x.com/DaveFagan16,https://pbs.twimg.com/profile_images/1892802893696094213/dlA-gShT_normal.jpg,dave,@DaveFagan16,·,Mar 30,Americans must fight for us!,802,11,,https://x.com/DaveFagan16/status/2038377716261761430,https://x.com/DaveFagan16/status/2038377716261761430/analytics
https://x.com/Nell7619,https://pbs.twimg.com/profile_images/1852880052087926784/kNDz8Ly8_normal.jpg,Nell,@Nell7619,·,Mar 30,We don't need political or military guidance from this guy.,594,1,18,https://x.com/Nell7619/status/2038334583259672905,https://x.com/Nell7619/status/2038334583259672905/analytics
https://x.com/CloudFuel,https://pbs.twimg.com/profile_images/1669446143112085504/nVa_8UGk_normal.jpg,CloudFuel,@CloudFuel,·,Mar 30,Nah. He and all his cult friends can go fight trump's idiotic war. Leave the rest of us the hell out of this.,433,6,,https://x.com/CloudFuel/status/2038463611543183598,https://x.com/CloudFuel/status/2038463611543183598/analytics
https://x.com/unhealthytruth,https://pbs.twimg.com/profile_images/2027125515383914497/B-niMTTc_normal.jpg,Erin Elizabeth Health Nut News,@unhealthytruth,·,Mar 30,Do you agree with Rob Schneider that we should start drafting  young Americans now to fight overseas in the war?,2.5K,15,6,https://x.com/unhealthytruth/status/2038452974901440542,https://x.com/unhealthytruth/status/2038452974901440542/analytics
https://x.com/HumanCinepede,https://pbs.twimg.com/profile_images/1983187874322259968/PhlylDEX_normal.jpg,Human Cinepede,@HumanCinepede,·,Mar 30,A man who never served and is ineligible to be drafted wants your kids to go to war to protect his pedophile buddies.,215,10,,https://x.com/HumanCinepede/status/2038315287351591360,https://x.com/HumanCinepede/status/2038315287351591360/analytics
https://x.com/joshfontanilla,https://pbs.twimg.com/profile_images/2022029873871831040/VGyiyZdp_normal.jpg,Joshua Fontanilla,@joshfontanilla,·,Mar 30,He can go first.,102,2,,https://x.com/joshfontanilla/status/2038357377301319740,https://x.com/joshfontanilla/status/2038357377301319740/analytics
https://x.com/nowwerevolt,https://pbs.twimg.com/profile_images/2021973615596777473/WXc-xhOr_normal.jpg,☭Hating Trump since '78 Hating Obama since 2007,@nowwerevolt,·,Mar 30,No one gives a fuck what,106,7,,https://x.com/nowwerevolt/status/2038334608924922084,https://x.com/nowwerevolt/status/2038334608924922084/analytics
https://x.com/e_ekenem,https://pbs.twimg.com/profile_images/2001673399215497217/DfRr1ywW_normal.jpg,Ekenemchukwu,@e_ekenem,·,Mar 30,Rob Schneider going political with a draft push,3.8K,5,,https://x.com/e_ekenem/status/2038295452844478887,https://x.com/e_ekenem/status/2038295452844478887/analytics
https://x.com/ChrisMarx1917,https://pbs.twimg.com/profile_images/2036998641076817920/UXCuQ4vv_normal.jpg,George Orwell's Angry Ghost,@ChrisMarx1917,·,Mar 30,"He goes first. When he's dead,we'll call off the war. 

All these chicken hawks can suit up, or shut up!",90,9,,https://x.com/ChrisMarx1917/status/2038363070171369512,https://x.com/ChrisMarx1917/status/2038363070171369512/analytics
https://x.com/NeedsEspresso,https://pbs.twimg.com/profile_images/1852703322546860032/p-1owfjH_normal.jpg,Reina,@NeedsEspresso,·,Mar 30,I think Rob Schneider should go on the frontlines. Leave the youth alone.,146,5,,https://x.com/NeedsEspresso/status/2038370181756436513,https://x.com/NeedsEspresso/status/2038370181756436513/analytics
https://x.com/FfaceVonFstick,https://pbs.twimg.com/profile_images/1858369740638728192/XCROQJFj_normal.jpg,Fuckface von Fishstick,@FfaceVonFstick,·,Mar 30,,825,7,36,https://x.com/FfaceVonFstick/status/2038313906721194407,https://x.com/FfaceVonFstick/status/2038313906721194407/analytics
https://x.com/Lisatweets444,https://pbs.twimg.com/profile_images/2031669479357521920/kXj8wyT6_normal.jpg,Lark24,@Lisatweets444,·,Mar 30,,97,1,,https://x.com/Lisatweets444/status/2038409932844957909,https://x.com/Lisatweets444/status/2038409932844957909/analytics
https://x.com/LilRdVet2,https://pbs.twimg.com/profile_images/1907763682831904768/ALG4Or8c_normal.jpg,Selina Grissom,@LilRdVet2,·,Mar 30,Rob Schneider is not a military veteran and has no history of military service... he can FO!!...,147,1,,https://x.com/LilRdVet2/status/2038460138130993370,https://x.com/LilRdVet2/status/2038460138130993370/analytics
https://x.com/LanceASchart,https://pbs.twimg.com/profile_images/1979934277430112256/sXvyJv7w_normal.jpg,Lance A Schart,@LanceASchart,·,Mar 30,"“Too old for the draft!
Can’t be drafted. 
Gettin’ a deferment. 
Makin’ up bone spurs!”

— Rob Schneider, former comedian, copying MAGA talking points",239,1,6,https://x.com/LanceASchart/status/2038306716652089708,https://x.com/LanceASchart/status/2038306716652089708/analytics
https://x.com/FattestSack,https://pbs.twimg.com/profile_images/1959797223325335552/TkGMW4V5_normal.jpg,FattestSack,@FattestSack,·,Mar 30,"Apparently, this kikе who’s pretending he’s Christian doesn’t know what fragging is, and how much it actually happened in Vietnam. 

Does he realize the Iran war is the least popular one in U.S. history? Personally, I think he should fear for his safety. Really dumb comment.",56,1,1,https://x.com/FattestSack/status/2038550721986191729,https://x.com/FattestSack/status/2038550721986191729/analytics
https://x.com/Lisatweets444,https://pbs.twimg.com/profile_images/2031669479357521920/kXj8wyT6_normal.jpg,Lark24,@Lisatweets444,·,Mar 30,,97,1,,https://x.com/Lisatweets444/status/2038409932844957909,https://x.com/Lisatweets444/status/2038409932844957909/analytics
https://x.com/HoneyBadgerMV,https://pbs.twimg.com/profile_images/2013328650653839361/5B0gXd6y_normal.jpg,Matt Vicente,@HoneyBadgerMV,·,Mar 30,You first,159,1,5,https://x.com/HoneyBadgerMV/status/2038299709454897395,https://x.com/HoneyBadgerMV/status/2038299709454897395/analytics
https://x.com/robtswthrayguns,https://pbs.twimg.com/profile_images/1956735694044569600/XzNfJWjh_normal.jpg,synthdaddy™,@robtswthrayguns,·,Mar 30,He… doesn’t get out of the country much,743,1,10,https://x.com/robtswthrayguns/status/2038324490493374511,https://x.com/robtswthrayguns/status/2038324490493374511/analytics
https://x.com/showtimehcky,https://pbs.twimg.com/profile_images/1653737122963005440/8pNk98Bc_normal.jpg,Showtime,@showtimehcky,·,Mar 30,"Let me guess, Rob doesn’t have young kids that would qualify for the draft…",440,3,,https://x.com/showtimehcky/status/2038325184516571309,https://x.com/showtimehcky/status/2038325184516571309/analytics
https://x.com/boredonterra,https://pbs.twimg.com/profile_images/1783667578721931264/h56KKjBZ_normal.jpg,Vibe Collector,@boredonterra,·,Mar 30,"Send his ass to Iran then, fuck him and his shitty movies",159,6,,https://x.com/boredonterra/status/2038344075246747937,https://x.com/boredonterra/status/2038344075246747937/analytics
https://x.com/JoanRose2023,https://pbs.twimg.com/profile_images/1587185044702961664/Lm2fXnDI_normal.jpg,Get Prepared,@JoanRose2023,·,Mar 30,Rob needs to move to the state called Israel and get out of our nation.,69,6,,https://x.com/JoanRose2023/status/2038340256639144240,https://x.com/JoanRose2023/status/2038340256639144240/analytics
https://x.com/TakedownMRAs,https://pbs.twimg.com/profile_images/1362123104441360387/T3Mln1QM_normal.jpg,TakedownMRAs,@TakedownMRAs,·,Mar 30,Why do people keep quoting this never-was,386,26,,https://x.com/TakedownMRAs/status/2038461414772461764,https://x.com/TakedownMRAs/status/2038461414772461764/analytics
https://x.com/LanceASchart,https://pbs.twimg.com/profile_images/1979934277430112256/sXvyJv7w_normal.jpg,Lance A Schart,@LanceASchart,·,Mar 30,"“Too old for the draft!
Can’t be drafted. 
Gettin’ a deferment. 
Makin’ up bone spurs!”

— Rob Schneider, former comedian, copying MAGA talking points",239,1,6,https://x.com/LanceASchart/status/2038306716652089708,https://x.com/LanceASchart/status/2038306716652089708/analytics
https://x.com/FullAccessHoops,https://pbs.twimg.com/profile_images/2037572445792509952/V9jZzFrb_normal.jpg,Kory Waldron,@FullAccessHoops,·,Mar 30,Very easy to say when you’re not the one putting any skin in the game.,6.9K,97,,https://x.com/FullAccessHoops/status/2038317338831835273,https://x.com/FullAccessHoops/status/2038317338831835273/analytics
https://x.com/1sounddept,https://pbs.twimg.com/profile_images/699252404257042432/y6qXq0EG_normal.jpg,Dan Guachione,@1sounddept,·,Mar 30,This douche bag wonders why he can’t get any work in movies anymore…,373,6,,https://x.com/1sounddept/status/2038334815871664419,https://x.com/1sounddept/status/2038334815871664419/analytics
https://x.com/winstone2601,https://pbs.twimg.com/profile_images/1634099894209196033/MLcI-Zsx_normal.jpg,Winstone2601,@winstone2601,·,Mar 30,,101,1,3,https://x.com/winstone2601/status/2038336069024817451,https://x.com/winstone2601/status/2038336069024817451/analytics
https://x.com/VICKAMANIA_,https://pbs.twimg.com/profile_images/2026458136404480001/731FQbyv_normal.jpg,himbo tar heels fan,@VICKAMANIA_,·,Mar 30,Rob Schneider can go fight for Israel. We ain’t.,805,11,,https://x.com/VICKAMANIA_/status/2038325783278571806,https://x.com/VICKAMANIA_/status/2038325783278571806/analytics
https://x.com/thecblive,https://pbs.twimg.com/profile_images/1977335190079905792/P0hNG2jN_normal.jpg,a,@thecblive,·,Mar 30,If the retard is willing to die for Israel then by all means join but forcing people to die and fight a war between micro dicked men isn’t gonna fly. It’s not the 1940s anymore.,696,1,1,https://x.com/thecblive/status/2038321569466818840,https://x.com/thecblive/status/2038321569466818840/analytics
https://x.com/OrthodoxReflec1,https://pbs.twimg.com/profile_images/1471861760596529164/SnoJaXji_normal.png,Orthodox Reflections,@OrthodoxReflec1,·,Mar 30,"Young men - educate yourself on conscientious objector status. The elite always tries to build a campaign of acceptance for whatever they plan to do. If nothing happens with a draft, you are then just better educated.",380,2,8,https://x.com/OrthodoxReflec1/status/2038384200714256595,https://x.com/OrthodoxReflec1/status/2038384200714256595/analytics
https://x.com/vhsdaddy,https://pbs.twimg.com/profile_images/2027272427089068032/82Ts6MPB_normal.jpg,Vintage Tech Trove,@vhsdaddy,·,Mar 30,"Fuck it—bring back the draft. No exemptions. No loopholes.

Funny how the loudest people calling for sacrifice are never the ones expected to make it. Celebrities, politicians, talking heads—they’ll cheerlead war all day long knowing damn well it’s not their family getting",1K,4,,https://x.com/vhsdaddy/status/2038324578389561366,https://x.com/vhsdaddy/status/2038324578389561366/analytics
https://x.com/KwizatsH,https://pbs.twimg.com/profile_images/1354503175835770881/mmfEkutf_normal.jpg,Kwisatz Haderach,@KwizatsH,·,Mar 30,People advocating for wars or drafts should be the first ones sent to war.,78,2,,https://x.com/KwizatsH/status/2038357116503920774,https://x.com/KwizatsH/status/2038357116503920774/analytics
https://x.com/Deftestkarma,https://pbs.twimg.com/profile_images/1999056039329636353/v0ViDOPb_normal.jpg,Deftestkarma,@Deftestkarma,·,Mar 30,I agree. I volunteer Rob to be in the front lines,4.5K,1,1,https://x.com/Deftestkarma/status/2038297875822653931,https://x.com/Deftestkarma/status/2038297875822653931/analytics
https://x.com/Impolitics,https://pbs.twimg.com/profile_images/721760064726560768/3dRlwgc8_normal.jpg,Victor Laszlo,@Impolitics,·,Mar 30,"Forget Schneider — when I want the informed and authoritative opinion of an internationally respected expert on the major political issues of our day, I turn to Carrot Top.",173,23,,https://x.com/Impolitics/status/2038411810567557600,https://x.com/Impolitics/status/2038411810567557600/analytics
https://x.com/ThaArchitect,https://pbs.twimg.com/profile_images/1994424973532844032/0RJUTDl6_normal.jpg,Own Your Masters,@ThaArchitect,·,Mar 30,Coming from a man who's never served in the military,164,1,4,https://x.com/ThaArchitect/status/2038332364766548298,https://x.com/ThaArchitect/status/2038332364766548298/analytics
https://x.com/winstone2601,https://pbs.twimg.com/profile_images/1634099894209196033/MLcI-Zsx_normal.jpg,Winstone2601,@winstone2601,·,Mar 30,,101,1,3,https://x.com/winstone2601/status/2038336069024817451,https://x.com/winstone2601/status/2038336069024817451/analytics
https://x.com/kenjitokenllc,https://pbs.twimg.com/profile_images/1970494283846234112/InBV_6b6_normal.jpg,KENJI TOKEN LLC,@kenjitokenllc,·,Mar 30,He can go to boot camp too if he likes.,225,2,,https://x.com/kenjitokenllc/status/2038345568741662774,https://x.com/kenjitokenllc/status/2038345568741662774/analytics
https://x.com/AedmarSkyjarn,https://pbs.twimg.com/profile_images/2013506459183497217/MHAq9iZz_normal.jpg,Aedmar Skýjárn,@AedmarSkyjarn,·,Mar 30,"""our"" 

Here's a hostile alien interloper demanding that White people die for Israel. 

Every single time.",1.1K,3,25,https://x.com/AedmarSkyjarn/status/2038453767868121326,https://x.com/AedmarSkyjarn/status/2038453767868121326/analytics
https://x.com/ThaArchitect,https://pbs.twimg.com/profile_images/1994424973532844032/0RJUTDl6_normal.jpg,Own Your Masters,@ThaArchitect,·,Mar 30,Coming from a man who's never served in the military,164,1,4,https://x.com/ThaArchitect/status/2038332364766548298,https://x.com/ThaArchitect/status/2038332364766548298/analytics
https://x.com/AdamGSimon,https://pbs.twimg.com/profile_images/2025389193770242048/2RU3Gu5H_normal.jpg,Adam G. Simon,@AdamGSimon,·,Mar 30,Another idiot who doesn’t understand what it is like to serve in war or to send a lived one to war. Shut the fuck up Rob.,1.1K,12,,https://x.com/AdamGSimon/status/2038327359875469821,https://x.com/AdamGSimon/status/2038327359875469821/analytics
https://x.com/wheatus,https://pbs.twimg.com/profile_images/1284188394554363904/30wSAlAe_normal.jpg,wheatus,@wheatus,·,Mar 30,He should go over there & fight then.,1.1K,1,24,https://x.com/wheatus/status/2038333507034812725,https://x.com/wheatus/status/2038333507034812725/analytics
https://x.com/_znk11,https://pbs.twimg.com/profile_images/1755069231824355328/GdIx4sU-_normal.jpg,Zach,@_znk11,·,Mar 30,nah fuck that send,2.6K,3,33,https://x.com/_znk11/status/2038294273658175544,https://x.com/_znk11/status/2038294273658175544/analytics
https://x.com/an8ryunicorn,https://pbs.twimg.com/profile_images/2027816456142876674/m9y3a-TJ_normal.jpg,Angry Unicorn,@an8ryunicorn,·,Mar 30,,1.4K,43,,https://x.com/an8ryunicorn/status/2038342354646773896,https://x.com/an8ryunicorn/status/2038342354646773896/analytics
https://x.com/HeresHoping21,https://pbs.twimg.com/profile_images/1599099784937218052/7xIhMJd6_normal.jpg,Happy Whynot,@HeresHoping21,·,Mar 30,This dude had never run for office or even been nominated for any award in his industry. He’s never been overseas with the U.S.O or as far as I know publicly supported veterans. So who is he again and why should we care?,2.1K,16,,https://x.com/HeresHoping21/status/2038305580926820430,https://x.com/HeresHoping21/status/2038305580926820430/analytics
https://x.com/typocatCAv2,https://pbs.twimg.com/profile_images/1883559562407751680/H2BC5080_normal.jpg,˶˃ News Reader Cat,@typocatCAv2,·,Mar 30,"Go away, Rob, you geeky SNL has-been. Your 15 minutes are long used up.",246,1,12,https://x.com/typocatCAv2/status/2038372011689545855,https://x.com/typocatCAv2/status/2038372011689545855/analytics
https://x.com/ShabanaMir1,https://pbs.twimg.com/profile_images/2009329892098277376/YM3a_iLU_normal.jpg,clay vessel,@ShabanaMir1,·,Mar 30,"we are ready to sacrifice you for the country -- of Israel.
Go fight",235,17,,https://x.com/ShabanaMir1/status/2038363843244560687,https://x.com/ShabanaMir1/status/2038363843244560687/analytics
https://x.com/mary53739812,https://pbs.twimg.com/profile_images/2029986644942573569/sPkn55Ja_normal.jpg,mary,@mary53739812,·,Mar 30,Did I miss when this chuckle fuck signed on the dotted line to serve our country.,76,7,,https://x.com/mary53739812/status/2038329107700711681,https://x.com/mary53739812/status/2038329107700711681/analytics
https://x.com/punishedpants,https://pbs.twimg.com/profile_images/1833753752903327744/Y8S3TdQu_normal.jpg,hottiepants,@punishedpants,·,Mar 30,lol old Hollywood star calling for other people to die fuck this idiot,1.2K,1,3,https://x.com/punishedpants/status/2038323542547161156,https://x.com/punishedpants/status/2038323542547161156/analytics
https://x.com/LouisvillesKev,https://pbs.twimg.com/profile_images/1835501428741132288/ZINeskQr_normal.jpg,Kevin Skaggs,@LouisvillesKev,·,Mar 30,My favorite thing amongst all this is people who know they don't have a possibility of getting drafted telling everyone they need to bring back the draft,309,1,8,https://x.com/LouisvillesKev/status/2038349501262438646,https://x.com/LouisvillesKev/status/2038349501262438646/analytics
https://x.com/CatholicReviva,https://pbs.twimg.com/profile_images/1832488567739678720/29_J5oFG_normal.jpg,Calasandur,@CatholicReviva,·,Mar 30,Why didnt he join the gulf war then? He was still in the right age to serve in the army back then.,514,9,,https://x.com/CatholicReviva/status/2038369527340109969,https://x.com/CatholicReviva/status/2038369527340109969/analytics
https://x.com/seastersjones,https://pbs.twimg.com/profile_images/1312806852938194944/VFnJcn7R_normal.jpg,seasters jones.,@seastersjones,·,Mar 30,Which resource war did he serve in?,221,10,,https://x.com/seastersjones/status/2038309621027442968,https://x.com/seastersjones/status/2038309621027442968/analytics
https://x.com/TheNimrodPod,https://pbs.twimg.com/profile_images/1953137026959605762/hi84bleq_normal.jpg,The Nimrod Pod,@TheNimrodPod,·,Mar 30,Jewce Bigalow: Zionist Shill,1.2K,53,,https://x.com/TheNimrodPod/status/2038395664397160777,https://x.com/TheNimrodPod/status/2038395664397160777/analytics
https://x.com/an8ryunicorn,https://pbs.twimg.com/profile_images/2027816456142876674/m9y3a-TJ_normal.jpg,Angry Unicorn,@an8ryunicorn,·,Mar 30,,1.4K,43,,https://x.com/an8ryunicorn/status/2038342354646773896,https://x.com/an8ryunicorn/status/2038342354646773896/analytics
https://x.com/ChrisMillhouse,https://pbs.twimg.com/profile_images/2029766604696027136/FsRvbaXp_normal.jpg,Chris Millhouse,@ChrisMillhouse,·,Mar 30,,555,10,,https://x.com/ChrisMillhouse/status/2038364523694817679,https://x.com/ChrisMillhouse/status/2038364523694817679/analytics
https://x.com/nancylevine,https://pbs.twimg.com/profile_images/1748134157505740800/KHQ_QDYA_normal.jpg,Nancy Levine Stearns,@nancylevine,·,Mar 30,Draft Barron Trump,282,2,7,https://x.com/nancylevine/status/2038339258591920239,https://x.com/nancylevine/status/2038339258591920239/analytics
https://x.com/TimT74108,https://pbs.twimg.com/profile_images/1690113903152201730/osvt4dyx_normal.jpg,Tim Lacouture,@TimT74108,·,Mar 30,"I genuinely like Rob , but people advocating for a draft who aren’t eligible lack credibility.",151,3,,https://x.com/TimT74108/status/2038372686934499538,https://x.com/TimT74108/status/2038372686934499538/analytics
https://x.com/katalin_pota,https://pbs.twimg.com/profile_images/1536946617198288896/3tYVCEEp_normal.jpg,Katalin Pota,@katalin_pota,·,Mar 30,He should volunteer to join the military to be deployed in Iran. Should show a good example.,225,2,22,https://x.com/katalin_pota/status/2038421719128437245,https://x.com/katalin_pota/status/2038421719128437245/analytics
https://x.com/BankerWeimar,https://pbs.twimg.com/profile_images/2014805611192475649/KJxmOsD5_normal.jpg,Rabbi Weimar Silver Baron,@BankerWeimar,·,Mar 30,"Then he should enlist. The price of our freedoms isn’t fighting for Israel in Iran.

Don’t be retarded",940,1,63,https://x.com/BankerWeimar/status/2038408144108265656,https://x.com/BankerWeimar/status/2038408144108265656/analytics
https://x.com/bigd_o_cycler,https://pbs.twimg.com/profile_images/2019440457164476417/BSRNrtgr_normal.jpg,ًbadhombreBIGD,@bigd_o_cycler,·,Mar 30,Complete and total divorced dad take… he ready to sacrifice all the kids now that he’s alone and miserable lol,2.8K,8,,https://x.com/bigd_o_cycler/status/2038299795920654662,https://x.com/bigd_o_cycler/status/2038299795920654662/analytics
https://x.com/HomieSanto,https://pbs.twimg.com/profile_images/1924263275543359488/lesGtSwJ_normal.jpg,Homie Santo,@HomieSanto,·,Mar 30,,182,3,,https://x.com/HomieSanto/status/2038342890171072703,https://x.com/HomieSanto/status/2038342890171072703/analytics
https://x.com/MMCCDigi,https://pbs.twimg.com/profile_images/2019127898620223488/mEkgJu8u_normal.jpg,MMCC Digital LLC,@MMCCDigi,·,Mar 30,,513,2,,https://x.com/MMCCDigi/status/2038352978407498189,https://x.com/MMCCDigi/status/2038352978407498189/analytics
https://x.com/StJarellFD,https://pbs.twimg.com/profile_images/1877248573923811329/tg5LxNLn_normal.jpg,Jarell,@StJarellFD,·,Mar 30,Person who never served demanding children and people younger than him get forced into military service.,4.4K,1,51,https://x.com/StJarellFD/status/2038294701929832722,https://x.com/StJarellFD/status/2038294701929832722/analytics
https://x.com/oliver_drk,https://pbs.twimg.com/profile_images/892949734100410373/FPjMP_gA_normal.jpg,Oliver Darko,@oliver_drk,·,Mar 30,Ironically Rob Schneider never served in the US military (First Gulf War).,915,21,,https://x.com/oliver_drk/status/2038295798597746984,https://x.com/oliver_drk/status/2038295798597746984/analytics
https://x.com/HomieSanto,https://pbs.twimg.com/profile_images/1924263275543359488/lesGtSwJ_normal.jpg,Homie Santo,@HomieSanto,·,Mar 30,,182,3,,https://x.com/HomieSanto/status/2038342890171072703,https://x.com/HomieSanto/status/2038342890171072703/analytics
https://x.com/MMCCDigi,https://pbs.twimg.com/profile_images/2019127898620223488/mEkgJu8u_normal.jpg,MMCC Digital LLC,@MMCCDigi,·,Mar 30,,513,2,,https://x.com/MMCCDigi/status/2038352978407498189,https://x.com/MMCCDigi/status/2038352978407498189/analytics
https://x.com/dawsferatu,https://pbs.twimg.com/profile_images/1611124643871481857/isC5VNBD_normal.jpg,𝕯𝖆𝖜𝖘𝖋𝖊𝖗𝖆𝖙𝖚,@dawsferatu,·,Mar 30,"I better see you with a gun in your hand, Rob",57,4,,https://x.com/dawsferatu/status/2038380465720050001,https://x.com/dawsferatu/status/2038380465720050001/analytics
https://x.com/Marston1889,https://pbs.twimg.com/profile_images/1974228618600394752/dPNt6AiD_normal.jpg,John Marston,@Marston1889,·,Mar 30,Someone point Schneider towards the frontline and send him off.,213,12,,https://x.com/Marston1889/status/2038325933463961695,https://x.com/Marston1889/status/2038325933463961695/analytics
